VehicleId,CrashId,VehicleLicenseState,VehicleLicenseYear,VehicleYear,VehicleMake,VehicleModel,VehicleColorCd1,VehiclecolorCd2,VehicleUsageTypeCd,NumberOfOccupants,VehicleBodyTypeCd,VehicleBusTypeCd,MCATVNumberOfWheels,OtherVehicleTypeCd,CVECargoBodyTypeCd,VehiclePullingOtherUnitCd,GCVWRatingCd,VehiclePublicConveyanceInd,EmergencyVehicleInvolvedInd,EmergencyVehicleOnRunInd,NoVehicleDamageQualCntl,InitialVehicleDamage,InitialImpactNA,InterstateCarrierInd,HazardousMaterialPresent,HazardousMaterialInvolved,PlacardDisplayed,HazmatClass,HazmatPlacardDiaNumber,HazardousMaterialReleased,DriverPresenceCd,OwnerDriverInd,OperatorLicenseState,OperatorLicenseType,DriverLicenseClass,MotorcycleQualified,OperatorLicenseStatus,InsuredDriverVehicleInd,InsuranceInd,InsuranceExpired,PreCrashTravelDirection,TrafficCondition,TrafficCntlMalfunctionInd,WorkZoneInd,WorkerPresentInd,TrafficCntlElectricalSignal,PedalcycleToFromSchoolInd,TowedFromScene,TowedBecauseDisabled,InitialImpactInd,AnimalCd1,AnimalCd2,AnimalCd3,AnimalCd4,VehicleActionCd1,VehicleActionCd2,VehicleActionCd3,VehicleActionCd4,VehicleActionCd5,VehicleActionCd6,VehicleActionCd7,VehicleActionCd8,VehicleActionCd9,VehicleActionCd10,VehicleActionCd11,VehicleActionCd12,VehicleActionCd13,VehicleActionCd14,VehicleActionCd15,TrafficControlOtherCd1,TrafficControlOtherCd2,TrafficControlOtherCd3,TrafficControlOtherCd4,TrafficControlOtherCd5,TrafficControlOtherCd6,TrafficControlOtherCd7,TrafficControlOtherCd8,TrafficControlOtherCd9,TrafficControlOtherCd10,DamageCd1,DamageCd2,DamageCd3,DamageCd4,DamageCd5,DamageCd6,DamageCd7,DamageCd8,DamageCd9,DamageCd10,DamageCd11,DamageCd12,DamageCd13,DamageCd14,DamageCd15,DamageCd16,DamageCd17,DamageCd18,DamageCd19,DamageCd20,DamageCd21,DamageCd22,DamageCd23,DamageCd24,DamageCd25,FixedObjectCd1,FixedObjectCd2,FixedObjectCd3,FixedObjectCd4,FixedObjectCd5,FixedObjectCd6,FixedObjectCd7,FixedObjectCd8,VisionObstructedCd1,VisionObstructedCd2,VisionObstructedCd3,VisionObstructedCd4,VisionObstructedCd5
2150014156V2,2150014156,MO,2016,2002,INFI,G35,WHI,NA,1,1,1,N,NA,NA,NA,N,NA,N,NA,,N,1,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,1,F,NA,1,NA,N,V,S,NA,NA,N,N,12,NA,Y,N,,,,,,5,1,34,7,46,36,,,,,,,,,,12,,,,,,,,,,1,2,3,13,14,15,,,,,,,,,,,,,,,,,,,,32,,,,,,,,12,,,,
2150014432V1,2150014432,MO,2016,2006,BMW,330,SIL,NA,1,1,1,N,NA,NA,NA,N,NA,N,NA,,N,2,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,2,,NA,1,V,Y,V,N,NA,NA,N,N,12,NA,Y,Y,,,,,,1,15,8,34,,,,,,,,,,,,12,,,,,,,,,,1,2,3,18,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150014867V3,2150014867,MO,2016,2008,VOLK,JET,BLK,NA,2,0,1,N,NA,NA,NA,N,NA,N,NA,,N,U,N,NA,NA,,NA,NA,NA,NA,N,N,NA,NA,,NA,NA,NA,NR,V,N,NA,NA,N,N,12,NA,N,N,,,,,,13,34,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2150014868V1,2150014868,MO,2015,2001,HOND,CIV,SIL,NA,1,1,1,N,NA,NA,NA,N,NA,N,NA,,N,13,N,NA,NA,,NA,NA,NA,NA,1,N,MO,4,,NA,2,NA,N,V,S,NA,NA,N,N,12,NA,Y,N,,,,,,10,1,6,34,,,,,,,,,,,,12,,,,,,,,,,12,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150014870V2,2150014870,NA,NA,U,,,NA,NA,4,1,13,N,NA,NA,NA,N,NA,N,NA,,N,1,N,NA,NA,,NA,NA,NA,NA,1,Y,NA,NA,,NA,NA,NA,NR,V,E,NA,N,N,N,13,N,N,N,,,,,,5,34,,,,,,,,,,,,,,12,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150014872V1,2150014872,MO,2016,2007,FORD,EDG,RED,RED,1,2,3,N,NA,NA,NA,Y,NA,N,NA,,N,5,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,1,F,NA,1,V,Y,V,E,NA,NA,N,N,12,NA,Y,Y,,,,,,1,7,21,25,28,36,,,,,,,,,,12,,,,,,,,,,5,6,7,21,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,12,,,,
2150015035V1,2150015035,MO,2014,2004,MAZD,MPV,SIL,NA,1,3,5,N,NA,NA,NA,N,NA,N,NA,,N,1,N,NA,NA,,NA,NA,NA,NA,1,N,MO,4,,NA,2,NA,N,V,N,NA,N,N,N,13,NA,Y,Y,,,,,,1,18,46,19,1,36,,,,,,,,,,12,,,,,,,,,,1,2,3,4,12,13,14,15,18,19,,,,,,,,,,,,,,,,44,,,,,,,,U,,,,
2150015037V1,2150015037,MO,2016,2002,OLDS,ALO,SIL,NA,1,1,1,N,NA,NA,NA,N,NA,N,NA,,N,1,N,NA,NA,,NA,NA,NA,NA,1,N,MO,1,F,NA,1,V,Y,V,N,NA,NA,N,N,12,NA,Y,Y,,,,,,1,7,36,7,14,36,,,,,,,,,,12,,,,,,,,,,1,2,3,13,14,15,,,,,,,,,,,,,,,,,,,,22,,,,,,,,12,,,,
2150015039V1,2150015039,MO,2016,2010,TOYT,COA,SIL,SIL,1,1,1,N,NA,NA,NA,N,NA,N,NA,,N,13,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,1,E,NA,1,D,Y,V,S,NA,NA,N,N,12,NA,N,N,,,,,,1,5,34,,,,,,,,,,,,,12,,,,,,,,,,11,12,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150015738V1,2150015738,MO,2016,2006,DODG,R15,WHI,WHI,1,1,19,N,NA,NA,NA,N,L,N,NA,,N,U,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,1,F,NA,1,D,Y,V,S,NA,NA,N,N,12,NA,Y,Y,,,,,,1,14,7,21,36,,,,,,,,,,,12,,,,,,,,,,1,2,3,4,5,6,7,13,14,,,,,,,,,,,,,,,,,45,,,,,,,,12,,,,
2150015740V2,2150015740,MO,2017,2013,FORD,ECP,BLK,BLK,1,1,3,N,NA,NA,NA,N,NA,N,NA,,N,4,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,1,F,NA,1,D,Y,V,E,NA,N,N,N,13,NA,Y,Y,,,,,,12,5,34,21,36,,,,,,,,,,,12,,,,,,,,,,3,4,5,13,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,12,,,,
2150016225V2,2150016225,MO,2015,2007,DODG,CAL,RED,RED,2,0,1,N,NA,NA,NA,N,NA,N,NA,,N,13,N,NA,NA,,NA,NA,NA,NA,N,N,NA,NA,,NA,NA,V,Y,V,N,NA,NA,N,N,12,NA,Y,Y,,,,,,13,34,,,,,,,,,,,,,,12,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2150016545V1,2150016545,MO,2015,2008,TOYT,COA,BLK,NA,2,0,1,N,NA,NA,NA,N,NA,N,NA,,N,9,N,NA,NA,,NA,NA,NA,NA,N,N,NA,NA,,NA,NA,V,Y,V,N,NA,NA,N,N,12,NA,N,N,,,,,,13,35,,,,,,,,,,,,,,12,,,,,,,,,,6,7,8,9,10,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2150016547V2,2150016547,MO,2016,2008,KIA,SPC,WHI,NA,1,1,1,N,NA,NA,NA,N,NA,N,NA,,N,1,N,NA,NA,,NA,NA,NA,NA,1,N,MO,1,F,NA,1,NA,N,V,S,NA,N,N,N,13,NA,Y,N,,,,,,1,34,,,,,,,,,,,,,,12,,,,,,,,,,1,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150016724V2,2150016724,MO,2015,2005,FORD,F15,BLK,NA,1,1,19,N,NA,NA,NA,N,L,N,NA,,N,1,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,1,E,NA,1,V,Y,V,E,NA,NA,N,N,12,NA,N,N,,,,,,1,8,34,34,,,,,,,,,,,,12,,,,,,,,,,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150016897V1,2150016897,MO,2015,2001,MITS,GAL,SIL,SIL,1,2,1,N,NA,NA,NA,N,NA,N,NA,,N,2,N,NA,NA,,NA,NA,NA,NA,1,N,MO,1,F,NA,1,V,Y,V,N,NA,N,N,N,13,NA,N,N,,,,,,9,34,,,,,,,,,,,,,,12,,,,,,,,,,1,2,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150017139V2,2150017139,MO,2016,2012,CHEV,EQX,BLK,NA,1,1,1,N,NA,NA,NA,N,NA,N,NA,,N,7,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,1,F,NA,1,V,Y,V,E,NA,NA,N,N,12,NA,Y,Y,,,,,,9,34,,,,,,,,,,,,,,12,,,,,,,,,,2,3,7,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150017404V2,2150017404,MO,2015,1999,MERC,MYS,TAN,TAN,2,0,1,N,NA,NA,NA,N,NA,N,NA,,N,2,N,NA,NA,,NA,NA,NA,NA,N,N,NA,NA,,NA,NA,V,Y,V,N,NA,NA,N,N,12,NA,N,N,,,,,,13,34,,,,,,,,,,,,,,12,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2150017406V1,2150017406,MO,2016,2002,FORD,ECP,BLK,BLK,1,1,3,N,NA,NA,NA,N,NA,N,NA,,N,3,N,NA,NA,,NA,NA,NA,NA,1,N,MO,1,F,NA,1,V,Y,V,N,NA,N,N,N,13,NA,Y,Y,,,,,,1,34,,,,,,,,,,,,,,12,,,,,,,,,,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150018131V2,2150018131,MO,2016,2000,CADI,SLS,WHI,NA,1,2,1,N,NA,NA,NA,N,NA,N,NA,,N,1,N,NA,NA,,NA,NA,NA,NA,1,N,MO,1,E,NA,2,NA,N,V,W,NA,N,N,N,13,NA,Y,Y,,,,,,1,34,,,,,,,,,,,,,,12,,,,,,,,,,1,2,3,13,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150018133V1,2150018133,MO,2015,2006,FORD,F15,BLU,BLU,1,1,19,N,NA,NA,NA,N,L,N,NA,,N,24,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,1,F,NA,1,V,Y,V,E,NA,NA,N,N,12,NA,Y,Y,,,,,,1,7,17,21,24,,,,,,,,,,,12,,,,,,,,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,U,24,,,,,,,,,,12,,,,
2150015203V1,2150015203,IL,2014,1996,BUIC,PRK,GRN,NA,1,1,1,N,NA,NA,NA,N,NA,N,NA,,N,14,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,1,F,NA,1,NA,N,V,E,NA,NA,N,N,12,NA,Y,Y,,,,,,1,5,34,,,,,,,,,,,,,12,,,,,,,,,,1,2,3,13,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150015521V1,2150015521,MO,2015,1999,CHEV,MAL,BLU,BLU,1,3,1,N,NA,NA,NA,N,NA,N,NA,,N,1,N,NA,NA,,NA,NA,NA,NA,1,N,MO,1,F,NA,1,V,Y,V,S,NA,N,N,N,13,NA,Y,Y,,,,,,1,34,,,,,,,,,,,,,,12,,,,,,,,,,1,2,3,13,14,15,18,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150015522V1,2150015522,MO,2015,2014,CHEV,MAL,BLU,NA,1,1,1,N,NA,NA,NA,N,NA,N,NA,,N,3,N,NA,NA,,NA,NA,NA,NA,1,N,MO,1,F,NA,1,V,Y,V,W,NA,NA,N,N,12,NA,N,N,,,,,,1,34,,,,,,,,,,,,,,12,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150015523V3,2150015523,MO,2016,2010,TOYT,CAM,SIL,SIL,1,1,1,N,NA,NA,NA,N,NA,N,NA,,N,1,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,1,F,NA,1,V,Y,V,W,NA,NA,N,N,12,NA,Y,Y,,,,,,1,34,,,,,,,,,,,,,,12,,,,,,,,,,1,2,3,13,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150015526V2,2150015526,MO,2016,2004,CHEV,SUB,GRY,GRY,1,1,3,N,NA,NA,NA,N,NA,N,NA,,N,14,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,1,F,NA,1,D,Y,V,N,NA,N,N,N,17,NA,Y,Y,,,,,,9,1,34,,,,,,,,,,,,,4,,,,,,,,,,1,2,3,13,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150015630V1,2150015630,MO,2015,1999,INTL,OTHR,WHI,WHI,1,2,20,N,NA,NA,NA,N,1,N,NA,,N,13,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,2,,NA,1,V,N,V,N,NA,NA,N,N,12,NA,N,N,,,,,,1,34,,,,,,,,,,,,,,12,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150015743V1,2150015743,MO,2015,1998,DODG,CVN,WHI,WHI,1,2,5,N,NA,NA,NA,N,NA,N,NA,,N,8,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,1,F,NA,1,D,Y,V,E,NA,N,N,N,12,NA,N,N,,,,,,1,8,12,34,,,,,,,,,,,,4,,,,,,,,,,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150016544V1,2150016544,MO,2013,1998,CHEV,CAM,WHI,NA,1,1,1,N,NA,NA,NA,N,NA,N,NA,,Y,U,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,1,F,NA,1,NA,N,V,W,NA,NA,N,N,12,NA,N,N,,,,,,1,3,31,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150016721V1,2150016721,MO,2015,1986,CHEV,CAP,BRO,NA,1,2,1,N,NA,NA,NA,N,NA,N,NA,,N,1,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,1,F,NA,1,V,Y,V,W,NA,NA,N,N,12,NA,N,N,,,,,,1,14,34,,,,,,,,,,,,,12,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150016726V2,2150016726,MO,2015,2002,CHRY,TOW,GLD,NA,1,1,5,N,NA,NA,NA,N,NA,N,NA,,N,2,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,2,,NA,1,V,Y,V,S,NA,NA,N,N,12,NA,Y,Y,,,,,,1,34,,,,,,,,,,,,,,12,,,,,,,,,,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150016726V3,2150016726,MO,2015,2011,TOYT,4RN,BLU,NA,1,1,3,N,NA,NA,NA,N,NA,N,NA,,N,2,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,1,F,NA,1,V,Y,V,N,NA,NA,N,N,12,NA,N,N,,,,,,1,34,,,,,,,,,,,,,,12,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150016896V1,2150016896,MO,2015,2001,CHRY,SEB,GLD,NA,1,2,1,N,NA,NA,NA,N,NA,N,NA,,N,3,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,1,F,NA,1,V,Y,V,U,NA,N,N,N,13,NA,Y,Y,,,,,,1,34,36,,,,,,,,,,,,,12,,,,,,,,,,3,4,12,13,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,12,,,,
2150005683V3,2150005683,MO,2016,1994,FORD,TAU,WHI,WHI,1,1,1,N,NA,NA,NA,N,NA,N,NA,,N,8,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,1,F,NA,1,D,Y,V,E,NA,NA,N,N,12,NA,N,N,,,,,,1,8,34,,,,,,,,,,,,,12,,,,,,,,,,7,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150005822V1,2150005822,MO,2016,2008,CHRY,TNC,BLU,NA,1,1,5,N,NA,NA,NA,N,NA,N,NA,,N,1,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,1,F,NA,1,V,Y,V,N,NA,N,N,N,13,NA,Y,Y,,,,,,1,34,,,,,,,,,,,,,,12,,,,,,,,,,1,2,3,13,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150006140V1,2150006140,MO,NA,2014,CCC,,WHI,ONG,3,2,21,N,NA,NA,NA,N,G,N,NA,,N,U,N,NA,NA,,NA,NA,NA,NA,1,N,MO,2,,NA,1,V,Y,V,E,NA,NA,N,N,12,NA,N,N,,,,,,1,8,35,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,,,
2150006141V2,2150006141,MO,NA,2010,MACK,OTHR,WHI,WHI,1,1,26,N,NA,NA,NA,N,1,N,NA,,Y,10,N,NA,NA,,NA,NA,NA,NA,1,N,MO,2,,NA,1,V,Y,V,S,NA,NA,N,N,12,NA,N,N,,,,,,1,6,34,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150006142V1,2150006142,MO,2016,2006,FORD,TAU,SIL,SIL,1,2,1,N,NA,NA,NA,N,NA,N,NA,,N,8,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,1,F,NA,1,V,Y,V,S,NA,NA,N,N,12,NA,Y,Y,,,,,,12,34,,,,,,,,,,,,,,12,,,,,,,,,,6,7,8,9,10,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150006486V2,2150006486,MO,2015,2009,KIA,RIO,WHI,NA,1,1,1,N,NA,NA,NA,N,NA,N,NA,,N,8,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,1,F,NA,1,V,Y,V,E,NA,N,N,N,13,NA,N,N,,,,,,12,34,34,,,,,,,,,,,,,12,,,,,,,,,,1,2,7,8,9,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150006487V1,2150006487,MO,2015,2013,TOYT,COA,WHI,NA,1,1,1,N,NA,NA,NA,N,NA,N,NA,,N,1,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,1,F,NA,1,V,Y,V,E,NA,NA,N,N,12,NA,Y,Y,,,,,,1,34,,,,,,,,,,,,,,12,,,,,,,,,,1,2,3,13,14,15,19,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150006631V1,2150006631,MO,2016,2004,TOYT,TAC,SIL,NA,1,1,19,N,NA,NA,NA,N,L,N,NA,,N,3,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,1,F,NA,1,V,Y,V,E,NA,NA,N,N,12,NA,Y,Y,,,,,,1,15,34,,,,,,,,,,,,,12,,,,,,,,,,1,2,3,13,14,15,18,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150007037V2,2150007037,MO,2016,2012,MERZ,550,BLK,NA,1,1,3,N,NA,NA,NA,N,NA,N,NA,,N,14,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,1,F,NA,1,V,Y,V,N,NA,NA,N,N,12,NA,Y,Y,,,,,,1,34,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150007038V1,2150007038,MO,2015,2013,FORD,F15,SIL,SIL,1,1,19,N,NA,NA,NA,N,L,N,NA,,N,2,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,1,E,NA,1,D,Y,V,S,NA,N,N,N,13,NA,Y,Y,,,,,,1,34,,,,,,,,,,,,,,12,,,,,,,,,,2,3,4,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150007043V1,2150007043,MO,2014,1998,FORD,XPL,WHI,WHI,1,1,3,N,NA,NA,NA,N,NA,N,NA,,N,13,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,1,F,NA,1,D,Y,V,S,NA,N,N,N,13,NA,Y,Y,,,,,,5,34,,,,,,,,,,,,,,12,,,,,,,,,,13,14,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150007051V2,2150007051,MO,2015,2011,FORD,FUS,SIL,SIL,1,1,1,N,NA,NA,NA,N,NA,N,NA,,N,8,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,1,E,NA,1,D,Y,V,E,NA,NA,N,N,12,NA,N,N,,,,,,8,34,,,,,,,,,,,,,,12,,,,,,,,,,7,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150020008V1,2150020008,MO,2016,2012,FORD,ECP,BLU,BLU,1,5,3,N,NA,NA,NA,N,NA,N,NA,,N,7,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,1,F,NA,1,V,Y,V,E,3,NA,N,N,12,NA,N,N,,,,,,1,8,12,1,34,,,,,,,,,,,12,,,,,,,,,,6,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150020015V1,2150020015,MO,2016,2006,CHRY,TOW,BLU,BLU,1,2,5,N,NA,NA,NA,N,NA,N,NA,,N,14,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,1,F,NA,1,V,Y,V,N,NA,N,N,N,13,NA,Y,Y,,,,,,1,17,34,,,,,,,,,,,,,12,,,,,,,,,,12,13,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150020123V1,2150020123,MO,2015,2006,NISS,ALT,WHI,NA,1,1,1,N,NA,NA,NA,N,NA,N,NA,,Y,1,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,1,F,NA,1,NA,N,V,E,NA,N,N,N,13,NA,N,N,,,,,,1,8,34,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150020126V2,2150020126,OH,U,U,DODG,DAK,BLU,NA,1,1,19,N,NA,NA,NA,N,L,N,NA,,N,4,N,NA,NA,,NA,NA,NA,NA,1,N,MO,1,F,NA,1,NA,N,V,S,NA,N,N,N,13,NA,N,N,,,,,,1,34,,,,,,,,,,,,,,12,,,,,,,,,,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150020482V1,2150020482,MO,2015,2001,HOND,CIV,GLD,NA,1,1,1,N,NA,NA,NA,N,NA,N,NA,,N,1,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,1,F,NA,1,V,Y,V,N,U,NA,N,N,12,NA,N,N,,,,,,1,14,7,21,36,,,,,,,,,,,12,,,,,,,,,,1,2,7,8,9,10,11,12,13,14,15,19,,,,,,,,,,,,,,42,,,,,,,,12,,,,
2150021616V2,2150021616,MO,2017,2003,DODG,STA,RED,NA,1,1,1,N,NA,NA,NA,N,NA,N,NA,,N,4,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,1,F,NA,1,V,Y,V,E,NA,N,N,N,13,NA,Y,Y,,,,,,1,5,34,5,34,,,,,,,,,,,12,,,,,,,,,,1,2,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150021617V1,2150021617,MO,2015,2004,FORD,MUS,GRY,GRY,1,1,1,N,NA,NA,NA,N,NA,N,NA,,N,1,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,1,F,NA,1,D,Y,V,E,NA,N,N,N,13,NA,Y,Y,,,,,,1,8,34,,,,,,,,,,,,,12,,,,,,,,,,1,2,3,13,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150021620V2,2150021620,CO,2016,2007,GMC,YUK,BLK,NA,1,1,3,N,NA,NA,NA,N,NA,N,NA,,N,1,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,1,F,NA,1,V,Y,V,N,NA,N,N,N,13,NA,N,N,,,,,,1,31,11,34,,,,,,,,,,,,12,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150022065V1,2150022065,MO,2016,2012,CHEV,CRZ,SIL,NA,1,1,1,N,NA,NA,NA,N,NA,N,NA,,N,1,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,1,F,NA,1,V,Y,V,E,NA,NA,N,N,12,NA,Y,Y,,,,,,1,7,34,,,,,,,,,,,,,12,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150022066V2,2150022066,MO,2015,2004,JEEP,LBY,BLK,BLK,2,0,3,N,NA,NA,NA,N,NA,N,NA,,N,10,N,NA,NA,,NA,NA,NA,NA,N,N,NA,NA,,NA,NA,V,NR,V,W,NA,NA,N,N,12,NA,Y,Y,,,,,,13,34,,,,,,,,,,,,,,12,,,,,,,,,,9,10,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2150022219V2,2150022219,NA,NA,NA,,,BLU,RED,4,1,13,N,NA,NA,NA,N,NA,N,NA,,Y,4,N,NA,NA,,NA,NA,NA,NA,1,Y,NA,NA,,NA,NA,NA,NR,V,S,NA,NA,N,N,12,N,N,N,,,,,,1,18,34,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150023418V2,2150023418,MO,2016,2008,FORD,FUS,WHI,WHI,1,3,1,N,NA,NA,NA,N,NA,N,NA,,N,1,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,1,F,NA,1,D,Y,V,N,NA,N,N,N,13,NA,N,N,,,,,,1,34,,,,,,,,,,,,,,12,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150014158V1,2150014158,MO,2017,1999,CHEV,AST,WHI,WHI,1,1,5,N,NA,NA,NA,N,NA,N,NA,,N,14,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,1,E,NA,1,D,Y,V,S,NA,N,N,N,12,NA,Y,Y,,,,,,5,34,,,,,,,,,,,,,,4,,,,,,,,,,1,2,3,6,11,12,13,14,15,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150014160V2,2150014160,MO,2016,2006,VOLV,XC7,SIL,SIL,1,1,1,N,NA,NA,NA,N,NA,N,NA,,N,1,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,1,F,NA,1,D,Y,V,W,NA,N,N,N,13,NA,Y,Y,,,,,,1,34,,,,,,,,,,,,,,12,,,,,,,,,,1,2,3,12,13,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150014162V1,2150014162,MO,2015,2013,CHEV,CRZ,SIL,SIL,1,1,1,N,NA,NA,NA,N,NA,N,NA,,N,13,N,NA,NA,,NA,NA,NA,NA,1,N,MO,1,F,NA,1,V,Y,V,S,NA,NA,N,N,12,NA,Y,Y,,,,,,14,34,21,36,7,,,,,,,,,,,12,,,,,,,,,,1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,17,19,,,,,,,,,45,,,,,,,,12,,,,
