VehicleId,CrashId,VehicleLicenseState,VehicleLicenseYear,VehicleYear,VehicleMake,VehicleModel,VehicleColorCd1,VehiclecolorCd2,VehicleUsageTypeCd,NumberOfOccupants,VehicleBodyTypeCd,VehicleBusTypeCd,MCATVNumberOfWheels,OtherVehicleTypeCd,CVECargoBodyTypeCd,VehiclePullingOtherUnitCd,GCVWRatingCd,VehiclePublicConveyanceInd,EmergencyVehicleInvolvedInd,EmergencyVehicleOnRunInd,NoVehicleDamageQualCntl,InitialVehicleDamage,InitialImpactNA,InterstateCarrierInd,HazardousMaterialPresent,HazardousMaterialInvolved,PlacardDisplayed,HazmatClass,HazmatPlacardDiaNumber,HazardousMaterialReleased,DriverPresenceCd,OwnerDriverInd,OperatorLicenseState,OperatorLicenseType,DriverLicenseClass,MotorcycleQualified,OperatorLicenseStatus,InsuredDriverVehicleInd,InsuranceInd,InsuranceExpired,PreCrashTravelDirection,TrafficCondition,TrafficCntlMalfunctionInd,WorkZoneInd,WorkerPresentInd,TrafficCntlElectricalSignal,PedalcycleToFromSchoolInd,TowedFromScene,TowedBecauseDisabled,InitialImpactInd,AnimalCd1,AnimalCd2,AnimalCd3,AnimalCd4,VehicleActionCd1,VehicleActionCd2,VehicleActionCd3,VehicleActionCd4,VehicleActionCd5,VehicleActionCd6,VehicleActionCd7,VehicleActionCd8,VehicleActionCd9,VehicleActionCd10,VehicleActionCd11,VehicleActionCd12,VehicleActionCd13,VehicleActionCd14,VehicleActionCd15,TrafficControlOtherCd1,TrafficControlOtherCd2,TrafficControlOtherCd3,TrafficControlOtherCd4,TrafficControlOtherCd5,TrafficControlOtherCd6,TrafficControlOtherCd7,TrafficControlOtherCd8,TrafficControlOtherCd9,TrafficControlOtherCd10,DamageCd1,DamageCd2,DamageCd3,DamageCd4,DamageCd5,DamageCd6,DamageCd7,DamageCd8,DamageCd9,DamageCd10,DamageCd11,DamageCd12,DamageCd13,DamageCd14,DamageCd15,DamageCd16,DamageCd17,DamageCd18,DamageCd19,DamageCd20,DamageCd21,DamageCd22,DamageCd23,DamageCd24,DamageCd25,FixedObjectCd1,FixedObjectCd2,FixedObjectCd3,FixedObjectCd4,FixedObjectCd5,FixedObjectCd6,FixedObjectCd7,FixedObjectCd8,VisionObstructedCd1,VisionObstructedCd2,VisionObstructedCd3,VisionObstructedCd4,VisionObstructedCd5
2150000349V2,2150000349,MO,2016,1998,HYUN,SON,SIL,SIL,1,1,1,N,NA,NA,NA,N,NA,N,NA,,N,1,N,NA,NA,,NA,NA,NA,NA,1,N,MO,1,F,NA,1,V,Y,V,W,NA,NA,N,N,12,NA,Y,Y,,,,,,1,34,,,,,,,,,,,,,,12,,,,,,,,,,1,2,3,13,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150000720V3,2150000720,MO,2016,2002,CHEV,SUB,BLK,BLK,1,1,3,N,NA,NA,NA,N,NA,N,NA,,N,4,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,1,F,NA,1,V,Y,V,S,NA,N,N,N,13,NA,Y,Y,,,,,,1,5,34,34,,,,,,,,,,,,12,,,,,,,,,,1,2,3,4,5,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150001507V1,2150001507,TN,2015,2014,TOYT,CAM,GRY,GRY,1,2,1,N,NA,NA,NA,N,NA,N,NA,,N,8,N,NA,NA,,NA,NA,NA,NA,1,N,MO,1,F,NA,1,V,Y,V,E,3,N,N,N,13,NA,N,N,,,,,,1,8,34,,,,,,,,,,,,,12,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150001799V1,2150001799,MO,2015,2011,HOND,CRV,BLU,NA,1,1,3,N,NA,NA,NA,N,NA,N,NA,,N,12,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,1,F,NA,1,V,Y,V,W,NA,NA,N,N,12,NA,Y,Y,,,,,,1,34,,,,,,,,,,,,,,12,,,,,,,,,,9,10,11,12,13,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150002426V1,2150002426,MO,2016,2002,MITS,GAL,BLK,BLK,1,1,1,N,NA,NA,NA,N,NA,N,NA,,N,8,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,1,F,NA,1,V,Y,V,N,NA,N,N,N,12,NA,N,N,,,,,,12,34,,,,,,,,,,,,,,4,,,,,,,,,,8,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150002427V1,2150002427,MO,2015,1993,CHEV,C35,BLK,BLK,1,2,19,N,NA,NA,NA,N,L,N,NA,,N,11,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,1,F,NA,1,V,Y,V,N,NA,NA,N,N,12,NA,Y,Y,,,,,,9,5,34,,,,,,,,,,,,,12,,,,,,,,,,10,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150002433V2,2150002433,MO,2016,1999,BUIC,REG,BLU,BLU,1,1,1,N,NA,NA,NA,N,NA,N,NA,,N,6,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,1,F,NA,1,D,Y,V,W,NA,N,N,N,12,NA,Y,Y,,,,,,5,17,34,20,,,,,,,,,,,,4,,,,,,,,,,5,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150002864V1,2150002864,MO,2016,2004,DODG,STA,WHI,NA,1,1,1,N,NA,NA,NA,N,NA,N,NA,,N,14,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,1,E,NA,1,V,Y,V,N,NA,N,N,N,13,NA,Y,Y,,,,,,5,34,,,,,,,,,,,,,,12,,,,,,,,,,1,13,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150002870V1,2150002870,MO,2016,2002,STRN,SL,BLK,NA,1,1,1,N,NA,NA,NA,N,NA,N,NA,,N,9,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,1,F,NA,1,V,Y,V,W,NA,NA,N,N,12,NA,Y,Y,,,,,,1,8,12,34,20,,,,,,,,,,,12,,,,,,,,,,7,8,9,10,11,17,18,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
0150039244V2,0150039244,MO,2016,U,U,,UNK,NA,1,4,1,N,NA,NA,NA,N,NA,N,NA,,N,8,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,1,F,NA,1,NA,NR,V,N,NA,NA,N,NA,12,NA,N,N,,,,,,1,15,8,34,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
0150044656V1,0150044656,MO,2016,2006,TOYT,,BLU,NA,1,1,1,N,NA,NA,NA,N,NA,N,NA,,N,1,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,1,F,NA,1,NA,Y,V,W,NA,N,N,NA,17,NA,N,N,,,,,,1,3,12,3,34,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
0150044661V1,0150044661,MO,2016,2006,KIA,,UNK,NA,1,2,1,N,NA,NA,NA,N,NA,N,NA,,N,2,N,NA,NA,,NA,NA,NA,NA,U,N,UK,U,,U,U,NA,N,V,W,NA,N,N,NA,17,NA,Y,Y,,,,,,1,20,36,7,8,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,U,,,,
0150051673V2,0150051673,MO,2015,2011,TOYT,,BLU,NA,1,1,1,N,NA,NA,NA,N,NA,N,NA,,N,1,N,NA,NA,,NA,NA,NA,NA,1,N,MO,1,F,NA,1,NA,N,V,E,NA,N,N,NA,13,NA,N,N,,,,,,1,8,34,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
0150052262V1,0150052262,MO,2015,2011,KIA,,UNK,NA,1,1,3,N,NA,NA,NA,N,NA,N,NA,,N,2,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,1,F,NA,1,NA,Y,V,W,3,N,N,NA,13,NA,N,N,,,,,,1,34,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
0150052264V1,0150052264,MO,2016,1998,DODG,,UNK,NA,1,1,19,N,NA,NA,NA,N,L,N,NA,,N,6,N,NA,NA,,NA,NA,NA,NA,1,Y,NB,U,,NA,1,NA,N,V,E,NA,N,N,NA,15,NA,Y,Y,,,,,,1,5,34,7,34,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
0150052265V1,0150052265,MO,2016,2007,FORD,,UNK,NA,1,1,3,N,NA,NA,NA,N,NA,N,NA,,N,1,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,1,F,NA,1,NA,Y,V,W,3,N,N,NA,13,NA,N,N,,,,,,12,9,34,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150000263V1,2150000263,MO,2016,1998,TOYT,CAM,BLU,NA,1,1,1,N,NA,NA,NA,N,NA,N,NA,,N,1,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,1,F,NA,1,V,Y,V,N,NA,N,N,N,13,NA,Y,Y,,,,,,1,34,,,,,,,,,,,,,,12,,,,,,,,,,1,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150000721V2,2150000721,MO,2016,2004,CHEV,TAH,WHI,NA,2,0,3,N,NA,NA,NA,N,NA,N,NA,,N,8,N,NA,NA,,NA,NA,NA,NA,N,N,NA,NA,,NA,NA,V,Y,V,S,NA,NA,N,N,12,NA,N,N,,,,,,13,34,,,,,,,,,,,,,,12,,,,,,,,,,6,7,8,9,10,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2150000722V2,2150000722,MO,2015,2000,ISU,TRP,SIL,SIL,1,2,3,N,NA,NA,NA,N,NA,N,NA,,N,1,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,1,F,NA,1,V,Y,V,E,NA,NA,N,N,12,NA,N,N,,,,,,1,34,,,,,,,,,,,,,,12,,,,,,,,,,1,2,3,13,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150001505V2,2150001505,MO,2016,2000,NISS,MAX,TAN,NA,1,1,1,N,NA,NA,NA,N,NA,N,NA,,N,U,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,1,F,NA,1,V,Y,V,N,NA,N,N,N,13,NA,Y,Y,,,,,,1,14,1,34,,,,,,,,,,,,12,,,,,,,,,,1,2,3,13,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150001509V2,2150001509,MN,2015,2013,MAZD,MZ3,BLK,BLK,1,1,1,N,NA,NA,NA,N,NA,N,NA,,N,1,N,NA,NA,,NA,NA,NA,NA,1,N,MN,1,F,NA,1,V,Y,V,S,NA,N,N,N,12,NA,Y,Y,,,,,,5,34,,,,,,,,,,,,,,4,,,,,,,,,,1,2,3,13,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150002432V1,2150002432,MO,2015,2004,SUZI,VRN,BLU,BLU,1,2,1,N,NA,NA,NA,N,NA,N,NA,,N,8,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,1,F,NA,1,D,N,V,S,NA,NA,N,N,12,NA,N,N,,,,,,1,8,34,,,,,,,,,,,,,12,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150002674V1,2150002674,NA,NA,2012,FORD,F35,WHI,NA,1,2,20,N,NA,NA,NA,N,L,N,NA,,N,12,N,NA,NA,,NA,NA,NA,NA,1,N,MO,2,,NA,1,NA,NR,V,S,NA,N,N,N,12,NA,N,N,,,,,,5,34,,,,,,,,,,,,,,4,,,,,,,,,,12,13,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,
2150002853V1,2150002853,MO,2015,2008,FORD,EC3,WHI,WHI,1,2,5,N,NA,NA,NA,N,NA,N,NA,,N,1,N,NA,NA,,NA,NA,NA,NA,1,N,MO,1,F,NA,1,V,Y,V,N,NA,N,N,N,13,NA,Y,Y,,,,,,1,34,,,,,,,,,,,,,,12,,,,,,,,,,1,2,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150002854V1,2150002854,IL,U,2005,JEEP,GCH,TAN,NA,1,1,3,N,NA,NA,NA,N,NA,N,NA,,N,1,N,NA,NA,,NA,NA,NA,NA,1,N,MO,1,F,NA,1,V,Y,V,E,NA,N,N,N,13,NA,N,N,,,,,,1,8,34,,,,,,,,,,,,,12,,,,,,,,,,1,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150002857V2,2150002857,MO,2016,2002,FORD,MUS,RED,RED,1,2,1,N,NA,NA,NA,N,NA,N,NA,,N,8,N,NA,NA,,NA,NA,NA,NA,1,N,MO,1,F,NA,1,V,Y,V,W,3,NA,N,N,12,NA,Y,Y,,,,,,12,34,34,,,,,,,,,,,,,12,,,,,,,,,,1,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150002857V4,2150002857,MO,2015,2007,CADI,CTS,GRY,NA,1,2,3,N,NA,NA,NA,N,NA,N,NA,,N,8,N,NA,NA,,NA,NA,NA,NA,1,N,MO,1,F,NA,1,V,Y,V,W,3,NA,N,N,12,NA,N,N,,,,,,12,34,,,,,,,,,,,,,,12,,,,,,,,,,7,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150002868V2,2150002868,MO,2015,2014,JEEP,GCH,GLD,NA,1,5,3,N,NA,NA,NA,N,NA,N,NA,,N,8,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,1,F,NA,1,V,Y,V,W,3,NA,N,N,12,NA,Y,N,,,,,,1,8,34,,,,,,,,,,,,,12,,,,,,,,,,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150002870V2,2150002870,MO,2015,2013,NISS,OTHR,WHI,NA,1,1,3,N,NA,NA,NA,N,NA,N,NA,,N,1,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,1,F,NA,1,V,Y,V,W,NA,NA,N,N,12,NA,Y,Y,,,,,,1,34,17,34,,,,,,,,,,,,12,,,,,,,,,,1,2,3,13,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150003517V2,2150003517,MO,U,2014,FORD,XPL,BLK,BLK,1,2,3,N,NA,NA,NA,N,NA,N,NA,,N,6,N,NA,NA,,NA,NA,NA,NA,1,N,MO,1,E,NA,1,V,Y,V,S,2,NA,N,N,12,NA,N,N,,,,,,12,34,,,,,,,,,,,,,,12,,,,,,,,,,5,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150003519V2,2150003519,MO,2016,2010,FORD,FOC,MAR,NA,1,1,1,N,NA,NA,NA,N,NA,N,NA,,N,12,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,6,,NA,1,V,Y,V,E,NA,NA,N,N,12,NA,Y,N,,,,,,1,8,1,34,7,8,,,,,,,,,,12,,,,,,,,,,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150003520V2,2150003520,MO,2016,2013,CHEV,,WHI,NA,1,5,1,N,NA,NA,NA,N,NA,N,NA,,N,13,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,1,F,NA,1,V,Y,V,E,NA,NA,N,N,U,NA,Y,Y,,,,,,1,34,,,,,,,,,,,,,,12,,,,,,,,,,12,13,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150003563V1,2150003563,MO,2015,2003,FORD,TAU,GRY,GRY,1,1,1,N,NA,NA,NA,N,NA,N,NA,,N,1,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,1,F,NA,1,D,Y,V,N,NA,NA,N,N,12,NA,N,N,,,,,,1,8,34,34,,,,,,,,,,,,12,,,,,,,,,,1,6,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150002858V1,2150002858,MO,2015,2001,U,OTHR,BLU,BLU,1,1,7,3,NA,NA,NA,N,NA,Y,NA,,N,3,N,NA,NA,,NA,NA,NA,NA,1,N,MO,2,,NA,1,V,Y,V,S,NA,NA,N,N,12,NA,N,N,,,,,,1,2,34,,,,,,,,,,,,,12,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150002862V1,2150002862,MO,2015,1999,CHEV,MOC,BLK,NA,1,1,1,N,NA,NA,NA,N,NA,N,NA,,N,3,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,1,F,NA,1,V,Y,V,N,NA,N,N,N,13,NA,Y,Y,,,,,,1,5,34,,,,,,,,,,,,,12,,,,,,,,,,1,2,3,4,5,6,7,19,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150002863V3,2150002863,MO,2016,1992,HOND,ACC,TAN,TAN,1,3,1,N,NA,NA,NA,N,NA,N,NA,,N,1,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,1,F,NA,1,V,Y,V,N,NA,N,N,N,13,NA,N,N,,,,,,1,34,,,,,,,,,,,,,,12,,,,,,,,,,1,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150002865V1,2150002865,MO,2016,2008,CHEV,IMP,RED,RED,1,2,1,N,NA,NA,NA,N,NA,N,NA,,N,1,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,1,F,NA,1,D,Y,V,N,NA,NA,N,N,12,NA,N,N,,,,,,1,8,34,,,,,,,,,,,,,12,,,,,,,,,,1,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150002866V1,2150002866,MO,2015,2003,PONT,GRA,BLK,BLK,1,1,1,N,NA,NA,NA,N,NA,N,NA,,N,11,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,1,F,NA,1,V,Y,V,W,NA,NA,N,N,12,NA,Y,Y,,,,,,1,34,,,,,,,,,,,,,,12,,,,,,,,,,10,11,12,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150002867V1,2150002867,MO,2017,2013,FORD,MUS,SIL,NA,1,1,1,N,NA,NA,NA,N,NA,N,NA,,N,1,N,NA,NA,,NA,NA,NA,NA,1,N,MO,1,F,NA,1,V,Y,V,W,NA,NA,N,N,12,NA,Y,Y,,,,,,1,35,,,,,,,,,,,,,,12,,,,,,,,,,1,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150003388V1,2150003388,MO,2016,2002,MERC,SAB,GLD,GLD,1,1,1,N,NA,NA,NA,N,NA,N,NA,,N,4,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,1,F,NA,1,D,Y,V,N,NA,NA,N,N,12,NA,N,N,,,,,,1,34,,,,,,,,,,,,,,12,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150003394V1,2150003394,NB,2016,2012,FRHT,OTHR,BLU,BLU,1,1,23,N,NA,NA,NA,N,G,N,NA,,Y,6,N,NA,NA,,NA,NA,NA,NA,1,N,NB,2,,NA,1,V,Y,V,E,NA,U,N,N,U,NA,N,N,,,,,,1,3,20,36,,,,,,,,,,,,12,,,,,,,,,,5,6,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,12,,,,
2150003395V2,2150003395,MO,2015,2001,FORD,TAU,BLU,NA,2,0,1,N,NA,NA,NA,N,NA,N,NA,,N,9,N,NA,NA,,NA,NA,NA,NA,N,N,NA,NA,,NA,NA,V,Y,V,N,NA,NA,N,N,12,NA,N,N,,,,,,13,34,,,,,,,,,,,,,,12,,,,,,,,,,6,7,8,9,10,17,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2150003518V1,2150003518,MO,2015,1999,PONT,GRM,WHI,NA,1,1,1,N,NA,NA,NA,N,NA,N,NA,,N,U,N,NA,NA,,NA,NA,NA,NA,1,N,MO,1,F,NA,1,NA,N,V,N,NA,N,N,N,13,NA,Y,N,,,,,,1,3,7,36,,,,,,,,,,,,12,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,12,,,,
2150003561V2,2150003561,MO,2016,2008,MERC,MTN,WHI,NA,1,1,3,N,NA,NA,NA,N,NA,N,NA,,N,3,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,1,F,NA,1,V,Y,V,W,NA,NA,N,N,12,NA,N,N,,,,,,1,34,,,,,,,,,,,,,,12,,,,,,,,,,3,4,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150003563V2,2150003563,MO,2015,2007,SUBA,IMP,RED,RED,1,1,1,N,NA,NA,NA,N,NA,N,NA,,N,1,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,1,F,NA,1,D,Y,V,N,NA,NA,N,N,12,NA,Y,Y,,,,,,1,8,34,34,,,,,,,,,,,,12,,,,,,,,,,1,2,9,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150001503V2,2150001503,MO,U,2004,TOYT,CAM,GLD,NA,1,1,1,N,NA,NA,NA,N,NA,N,NA,,N,1,N,NA,NA,,NA,NA,NA,NA,1,N,TN,1,D,NA,1,V,Y,V,N,NA,N,N,N,13,NA,Y,Y,,,,,,1,34,12,,,,,,,,,,,,,12,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150001625V1,2150001625,MO,2015,2003,VOLK,PAS,GRY,NA,1,2,1,N,NA,NA,NA,N,NA,N,NA,,N,U,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,1,F,NA,1,V,Y,V,S,NA,NA,N,N,12,NA,Y,Y,,,,,,5,34,,,,,,,,,,,,,,12,,,,,,,,,,1,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150001625V2,2150001625,MO,U,2005,DODG,MAG,BLK,NA,1,2,1,N,NA,NA,NA,N,NA,N,NA,,N,2,N,NA,NA,,NA,NA,NA,NA,1,N,MO,1,F,NA,1,V,Y,V,W,NA,NA,N,N,12,NA,Y,Y,,,,,,1,15,34,,,,,,,,,,,,,12,,,,,,,,,,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150002422V1,2150002422,MO,2016,2014,FORD,FUS,RED,NA,1,1,1,N,NA,NA,NA,N,NA,N,NA,,N,8,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,1,F,NA,1,V,Y,V,E,NA,N,N,N,13,NA,N,N,,,,,,4,34,,,,,,,,,,,,,,12,,,,,,,,,,7,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150002430V2,2150002430,MO,2014,2000,DODG,DUR,GRN,GRN,1,1,3,N,NA,NA,NA,N,NA,N,NA,,N,2,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,1,F,NA,1,D,Y,V,N,3,N,N,N,13,NA,N,N,,,,,,1,2,7,34,,,,,,,,,,,,12,,,,,,,,,,1,2,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150002858V2,2150002858,MO,2015,2011,NISS,ALT,SIL,SIL,1,2,1,N,NA,NA,NA,N,NA,N,NA,,N,13,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,1,F,NA,1,D,Y,V,S,NA,NA,N,N,12,NA,N,N,,,,,,1,34,,,,,,,,,,,,,,12,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150002860V1,2150002860,MO,2016,1995,CHEV,OTHR,MAR,NA,1,1,19,N,NA,NA,NA,N,L,N,NA,,N,4,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,1,F,NA,1,NA,N,V,S,NA,N,N,N,13,NA,N,N,,,,,,1,5,34,,,,,,,,,,,,,12,,,,,,,,,,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150002861V3,2150002861,MO,2016,2014,FORD,FOC,BLK,NA,1,1,1,N,NA,NA,NA,N,NA,N,NA,,N,1,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,1,F,NA,1,V,Y,V,E,3,NA,N,N,12,NA,Y,Y,,,,,,1,34,,,,,,,,,,,,,,12,,,,,,,,,,1,2,3,13,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150002862V2,2150002862,MO,2015,1999,CADI,DEV,SIL,NA,1,1,1,N,NA,NA,NA,N,NA,N,NA,,N,1,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,1,F,NA,1,V,Y,V,S,NA,N,N,N,13,NA,Y,Y,,,,,,1,34,,,,,,,,,,,,,,12,,,,,,,,,,1,2,3,13,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150002865V2,2150002865,IL,2015,1997,BMW,28I,BLK,SIL,1,1,1,N,NA,NA,NA,N,NA,N,NA,,N,13,N,NA,NA,,NA,NA,NA,NA,1,N,MO,1,F,NA,1,V,Y,V,W,NA,N,N,N,12,NA,Y,Y,,,,,,12,5,34,,,,,,,,,,,,,4,,,,,,,,,,13,14,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150002866V2,2150002866,MO,2015,2007,CHEV,SUB,GRY,GRY,1,1,3,N,NA,NA,NA,N,NA,N,NA,,N,2,N,NA,NA,,NA,NA,NA,NA,1,N,MO,2,,NA,1,V,Y,V,N,NA,N,N,N,12,NA,N,N,,,,,,5,34,,,,,,,,,,,,,,4,,,,,,,,,,1,2,3,13,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150003388V2,2150003388,MO,NA,2010,FORD,OTHR,BLK,WHI,1,1,1,N,NA,NA,NA,N,NA,N,1,,N,12,N,NA,NA,,NA,NA,NA,NA,N,N,NA,NA,,NA,NA,V,Y,V,N,NA,NA,N,N,12,NA,N,N,,,,,,13,34,,,,,,,,,,,,,,12,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2150001799V2,2150001799,MO,2015,2007,CHEV,CLD,RED,NA,1,1,19,N,NA,NA,NA,N,L,N,NA,,N,1,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,1,F,NA,1,V,Y,V,E,NA,NA,N,N,12,NA,N,N,,,,,,1,8,12,5,34,,,,,,,,,,,12,,,,,,,,,,1,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150002427V2,2150002427,MO,2015,2001,TOYT,CST,SIL,SIL,1,1,1,N,NA,NA,NA,N,NA,N,NA,,N,1,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,1,F,NA,1,V,Y,V,E,NA,NA,N,N,U,NA,Y,Y,,,,,,1,34,,,,,,,,,,,,,,12,,,,,,,,,,1,2,3,13,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
2150002428V1,2150002428,MO,2016,2010,TOYT,COA,SIL,SIL,1,1,1,N,NA,NA,NA,N,NA,N,NA,,N,1,N,NA,NA,,NA,NA,NA,NA,1,Y,MO,1,F,NA,1,D,Y,V,W,NA,N,N,N,13,NA,Y,Y,,,,,,9,34,,,,,,,,,,,,,,12,,,,,,,,,,1,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,
